mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
38	37	109	1.0	0	0	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	37	110	0.5	1/4	1/4	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
38	37	221/2	1.0	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	223/2	0.5	5/8	5/8	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
39	38	112	9.0	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	41	121	2.5	0	0	6/8	4	1		bIII	D	I		bIII		bIII							M	0	0	-3, 1, -2		-3	-3
42	41	247/2	0.5	5/8	5/8	6/8	4	1		V.Ger6	D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
43	42	124	1.5	0	0	6/8	4	1		V\\	D	V		V		V						\\	M	0	0	1, 5, 2		1	1
43	42	251/2	1.5	3/8	3/8	6/8	4	1		V[viio7	D	V	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
44	43	127	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
44	43	257/2	1.5	3/8	3/8	6/8	4	1		viio2	D	V	V	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
45	44	130	1.5	0	0	6/8	4	1		i64	D	V	V	i64		i		64					m	0	0	1, 0, -3		0	1
45	44	263/2	1.5	3/8	3/8	6/8	4	1		viio	D	V	V	viio		vii	o						o	0	0	5, 2, -1		5	5
46	45	133	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
46	45	269/2	1.5	3/8	3/8	6/8	4	1		viio64/V	D	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
47	46	136	1.5	0	0	6/8	4	1		V6	D	V	V	V6		V		6					M	0	0	5, 2, 1		1	5
47	46	275/2	1.5	3/8	3/8	6/8	4	1		viio43	D	V	V	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
48	47	139	1.5	0	0	6/8	4	1		i6	D	V	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
48	47	281/2	1.5	3/8	3/8	6/8	4	1		viio7	D	V	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
49	48	142	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
49	48	287/2	1.5	3/8	3/8	6/8	4	1		viio64	D	V	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
50	49	145	1.5	0	0	6/8	4	1		i6	D	V	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
50	49	293/2	1.5	3/8	3/8	6/8	4	1		viio64/V	D	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
51	50	148	0.5	0	0	6/8	4	1		V6]\\	D	V	V	V6		V		6				\\	M	0	0	5, 2, 1		1	5
51	50	297/2	14.5	1/8	1/8	6/8	4	1		@none	D	V		@none		@none							m	0	0				
56	55	163	3.0	0	0	6/8	4	1		V7(+9)	D	V		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
57	56	166	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
58	57	169	3.0	0	0	6/8	4	1		V43	D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	58	172	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
59	58	347/2	1.0	3/8	3/8	6/8	4	1		V6(#4)	D	V		V6(#4)		V		6	#4				M	0	0	5, 7, 1		1	5
59	58	349/2	0.5	5/8	5/8	6/8	4	1		V6	D	V		V6		V		6					M	0	0	5, 2, 1		1	5
60	59	175	1.0	0	0	6/8	4	1		i	D	V		i		i							m	0	0	0, -3, 1		0	0
60	59	176	0.5	1/4	1/4	6/8	4	1		V2	D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	59	353/2	1.0	3/8	3/8	6/8	4	1		IV6	D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	59	355/2	0.5	5/8	5/8	6/8	4	1		Ger6	D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
61	60	178	3.0	0	0	6/8	4	1		V\\	D	V		V		V						\\	M	0	0	1, 5, 2		1	1
62	61	181	1.5	0	0	6/8	4	1		viio6/V	D	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
62	61	365/2	1.5	3/8	3/8	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
63	62	184	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
63	62	371/2	1.0	3/8	3/8	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	62	373/2	0.5	5/8	5/8	6/8	4	1		ii6	D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
64	63	187	1.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	377/2	0.5	3/8	3/8	6/8	4	1		V(6)	D	V		V(6)		V			6				M	0	0	1, 5, 4		1	1
64	63	189	1.0	1/2	1/2	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	190	1.5	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
65	64	383/2	1.5	3/8	3/8	6/8	4	1		I64	D	V		I64		I		64					M	0	0	1, 0, 4		0	1
66	65	193	1.5	0	0	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	65	389/2	1.5	3/8	3/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	66	196	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
68	67	199	3.0	0	0	6/8	4	1		V43	D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	68	202	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
70	69	205	1.5	0	0	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
70	69	413/2	1.5	3/8	3/8	6/8	4	1		V2/IV	D	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
71	70	208	1.5	0	0	6/8	4	1		IV6	D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
71	70	419/2	1.5	3/8	3/8	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
72	71	211	1.5	0	0	6/8	4	1		viio6	D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
72	71	425/2	1.5	3/8	3/8	6/8	4	1		V65/IV	D	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
73	72	214	1.5	0	0	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	72	431/2	1.5	3/8	3/8	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
74	73	217	1.5	0	0	6/8	4	1		viio6	D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
74	73	437/2	1.5	3/8	3/8	6/8	4	1		V65/IV	D	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
75	74	220	1.5	0	0	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
75	74	443/2	1.5	3/8	3/8	6/8	4	1		iv	D	V		iv		iv							m	0	0	-1, -4, 0		-1	-1
76	75	223	1.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	75	449/2	1.5	3/8	3/8	6/8	4	1		viio65/V	D	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
77	76	226	3.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	77	229	3.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
79	78	232	6.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	238	3.0	0	0	6/8	4	1		bIII.I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
82	81	241	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	244	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
84	83	247	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
85	84	250	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
86	85	253	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
87	86	256	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
88	87	259	3.0	0	0	6/8	4	1		V.viio/V	D	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
89	88	262	4.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
90	89	533/2	1.5	3/8	3/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	90	268	1.0	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
91	90	269	0.5	1/4	1/4	6/8	4	1		V/bIII	D	V		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2
91	90	539/2	1.5	3/8	3/8	6/8	4	1		bIII	D	V		bIII		bIII							M	0	0	-3, 1, -2		-3	-3
92	91	271	3.0	0	0	6/8	4	1		V2/bII	D	V		V2/bII		V		2		bII			Mm7	0	0	-6, -4, 0, -3		-4	-6
93	92	274	3.0	0	0	6/8	4	1		bII	D	V		bII		bII							M	0	0	-5, -1, -4		-5	-5
94	93	277	3.0	0	0	6/8	4	1		viio7/V	D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
95	94	280	3.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
96	95	283	3.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	96	286	2.0	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
97	96	288	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
97	96	577/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	97	289	2.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
98	97	291	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
98	97	583/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	98	292	2.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
99	98	294	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
99	98	589/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	99	295	2.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
100	99	297	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
100	99	595/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	100	298	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
101	100	599/2	1.0	3/8	3/8	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
101	100	601/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	101	301	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
102	101	605/2	1.0	3/8	3/8	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
102	101	607/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	102	304	0.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
103	102	609/2	1.0	1/8	1/8	6/8	4	1		I.V[I	D	I	V	I		I							M	0	0	0, 4, 1		0	0
103	102	611/2	1.0	3/8	3/8	6/8	4	1		ii6(2)	D	I	V	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
103	102	613/2	0.5	5/8	5/8	6/8	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
104	103	307	1.0	0	0	6/8	4	1		I6(2)	D	I	V	I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
104	103	308	0.5	1/4	1/4	6/8	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
104	103	617/2	1.0	3/8	3/8	6/8	4	1		viio6(2)	D	I	V	viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
104	103	619/2	0.5	5/8	5/8	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
105	104	310	1.0	0	0	6/8	4	1		vi6(2)	D	I	V	vi6(2)		vi		6	2				m	0	0	0, 4, 5		3	0
105	104	311	0.5	1/4	1/4	6/8	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
105	104	623/2	1.0	3/8	3/8	6/8	4	1		V6(2)	D	I	V	V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
105	104	625/2	0.5	5/8	5/8	6/8	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
106	105	313	1.0	0	0	6/8	4	1		IV6(2)	D	I	V	IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
106	105	314	0.5	1/4	1/4	6/8	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
106	105	629/2	1.0	3/8	3/8	6/8	4	1		iii6(2)	D	I	V	iii6(2)		iii		6	2				m	0	0	1, 5, -1		4	1
106	105	631/2	0.5	5/8	5/8	6/8	4	1		iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
107	106	316	1.0	0	0	6/8	4	1		ii6(2)	D	I	V	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
107	106	317	0.5	1/4	1/4	6/8	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
107	106	635/2	1.0	3/8	3/8	6/8	4	1		#viio6(2)/ii	D	I	V	#viio6(2)/ii		#vii	o	6	2	ii			o	0	0	4, 1, 2		7	4
107	106	637/2	0.5	5/8	5/8	6/8	4	1		#viio6/ii	D	I	V	#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
108	107	319	1.5	0	0	6/8	4	1		viio2/V	D	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
108	107	641/2	1.0	3/8	3/8	6/8	4	1		viio6(2)	D	I	V	viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
108	107	643/2	0.5	5/8	5/8	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
109	108	322	3.0	0	0	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
110	109	325	3.0	0	0	6/8	4	1		viio6]	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
111	110	328	6.0	0	0	6/8	4	1		#viio7/vi	D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
113	112	334	3.0	0	0	6/8	4	1		ii64	D	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
114	113	337	3.0	0	0	6/8	4	1		bVII7	D	I		bVII7		bVII		7					Mm7	0	0	-2, 2, -1, -4		-2	-2
115	114			0	0	6/8	4	1	1	V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
117	116			1/2	1/2	6/8	4	1	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
118	117			0	0	6/8	4	1	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
119	118			0	0	6/8	4	1	1	viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
121	120			0	0	6/8	4	1	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
121	120			1/8	1/8	6/8	4	1	1	IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
122	114	340	8.0	0	0	6/8	4	1	2	V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
124	116	348	1.0	1/2	1/2	6/8	4	1	2	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
125	117	349	3.0	0	0	6/8	4	1	2	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
126	118	352	6.0	0	0	6/8	4	1	2	viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
128	120	358	2.0	0	0	6/8	4	1	2	iiio6	D	I		iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
128	120	360	4.0	1/2	1/2	6/8	4	1	2	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	122	364	3.0	0	0	6/8	4	1		#io6	D	I		#io6		#i	o	6					o	0	0	4, 1, 7		7	4
131	123	367	3.0	0	0	6/8	4	1		v6	D	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
132	124	370	3.0	0	0	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
133	125	373	3.0	0	0	6/8	4	1		iiio6	D	I		iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
134	126	376	3.0	0	0	6/8	4	1		v6	D	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
135	127	379	3.0	0	0	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
136	128	382	3.0	0	0	6/8	4	1		iiio6	D	I		iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
